gene	divergence	chrom	start
LPAR1	0.0	NC_071442.1	156273156
LPCAT2	0.0	NC_071461.1	10100933
LPCAT3	0.0	NC_071450.1	19338047
LPCAT4	0.0011655015384615384	NC_071451.1	49842614
LPGAT1	0.0	NC_071460.1	13106769
LPIN2	0.0	NC_071454.1	55630852
LPIN3	0.0	NC_071446.1	34695155
LPP	3.256162068965517e-05	NC_071456.1	10953212
LRAT	0.000635485	NC_071444.1	37911475
LRBA	0.0011520742857142857	NC_071444.1	42159324
LRFN2	0.00265957	NC_071445.1	45177128
LRIF1	0.0	NC_071448.1	146137708
LRIG1	7.482233333333333e-05	NC_071456.1	42021769
LRIG3	0.00028857260869565217	NC_071450.1	57040039
LRIT1	0.00387597	NC_071453.1	38350140
LRIT3	0.0001319145	NC_071444.1	83485108
LRMDA	0.0004911291428571429	NC_071453.1	50060744
LRP1	0.00012755107142857142	NC_071450.1	58928689
LRP1B	0.000900433	NC_071447.1	85851945
LRP2	3.5318181818181824e-05	NC_071447.1	57024345
LRP6	0.0	NC_071450.1	9222226
LRP8	0.0	NC_071448.1	87465248
LRRC14	0.0	NC_071457.1	51439366
LRRC17	0.0006345175	NC_071449.1	70586524
LRRC20	0.0	NC_071453.1	56181949
LRRC32	0.0005625000000000001	NC_071452.1	61035413
LRRC40	0.0	NC_071448.1	104501944
LRRC41	0.0	NC_071448.1	80123028
LRRC42	0.0	NC_071448.1	88157869
LRRC45	0.0	NC_071446.1	133717677
LRRC4C	0.0	NC_071452.1	102559811
LRRC53	0.000216076	NC_071448.1	108924826
LRRC59	0.0	NC_071446.1	112013847
LRRC66	0.0006666666666666666	NC_071444.1	140691019
LRRC7	0.00015521663414634146	NC_071448.1	104229705
LRRC74A	0.001676796923076923	NC_071451.1	107649242
LRRC8A	0.0	NC_071442.1	174542784
LRRC8C	0.000916655	NC_071448.1	124309070
LRRC8D	0.00040927680000000003	NC_071448.1	124474336
LRRC9	0.0	NC_071451.1	90524705
LRRCC1	0.0	NC_071457.1	40005909
LRRD1	0.0	NC_071449.1	54697733
LRRIQ1	4.380576923076923e-05	NC_071450.1	84302954
LRRK1	0.0010482183333333334	NC_071447.1	7210149
LRRK2	0.0	NC_071450.1	31846193
LRRN2	0.0004921260000000001	NC_071460.1	28049464
LRRN3	0.001262625	NC_071449.1	78915100
LRRN4	0.001022495	NC_071446.1	11232467
LRRTM3	0.0	NC_071453.1	59986536
LRSAM1	7.26745e-05	NC_071442.1	173130474
LRTM1	0.0	NC_071456.1	31178035
LRTM2	0.0008878153846153846	NC_071450.1	13208239
LSAMP	0.0	NC_071456.1	80591004
LSM14B	0.0	NC_071446.1	55437264
LSMEM1	0.000101348	NC_071449.1	80318790
LSMEM2	0.0	NC_071456.1	26614673
LSP1	0.0	NC_071452.1	126778443
LTA	0.00064914	NC_071445.1	35185377
LTA4H	0.00029516	NC_071450.1	95588827
LTB4R	0.00084246	NC_071451.1	54435621
LTB4R2	0.0	NC_071451.1	54430343
LTBP2	0.0008025428571428572	NC_071451.1	105321414
LTBP4	0.0011160714285714285	NC_071463.1	34751823
LTN1	0.0	NC_071462.1	33244446
LUC7L2	0.00014067666666666667	NC_071449.1	105217051
LUM	0.0	NC_071450.1	86500781
LURAP1	0.00013508625	NC_071448.1	80049066
LUZP1	0.0002440215	NC_071448.1	56919968
LUZP2	0.00123001	NC_071452.1	86825491
LVRN	0.0	NC_071443.1	90598158
LXN	0.0	NC_071458.1	19934251
LY6D	0.0	NC_071457.1	53092493
LY86	0.0	NC_071445.1	22361606
LYAR	0.00632911	NC_071444.1	180671390
LYPD1	0.0007183147999999999	NC_071447.1	94428037
LYPD2	0.0	NC_071457.1	53131111
LYPD3	0.0005913594	NC_071463.1	36534495
LYPD6	0.0	NC_071447.1	77529040
LYPD6B	0.0	NC_071447.1	77621738
LYPLA2	0.0	NC_071448.1	57629107
LYRM4	0.0	NC_071445.1	23909925
LYRM7	0.0	NC_071443.1	74309466
LYRM9	0.0	NC_071446.1	101722622
LYSMD3	0.0	NC_071443.1	117033492
LYSMD4	0.0	NC_071447.1	8220665
LYST	0.000242248	NC_071460.1	45921596
LYVE1	0.0	NC_071452.1	73125526
LYZL6	0.0002615065	NC_071446.1	94375882
LZTR1	0.001044275	NC_071442.1	190245052
LZTS2	0.0	NC_071453.1	90617493
M6PR	0.000938967	NC_071450.1	21678488
MAB21L4	0.0	NC_071447.1	158650297
MACC1	0.0	NC_071449.1	35426487
MACF1	0.00020833340625	NC_071448.1	72925772
MACROD1	0.0	NC_071452.1	117816148
MACROD2	0.0	NC_071446.1	18996179
MAD1L1	0.0	NC_071443.1	55058250
MADD	0.0	NC_071452.1	109071197
MAF1	0.0	NC_071457.1	51841486
MAFK	0.0	NC_071443.1	55568376
MAG	0.0008596622222222223	NC_071463.1	30123600
MAGI1	0.0	NC_071456.1	40929661
MAGI2	0.0	NC_071449.1	68707924
MAIP1	0.0005316333333333334	NC_071447.1	117358497
MALRD1	0.00094697	NC_071448.1	18068861
MAMDC2	0.0	NC_071442.1	91571749
MAMDC4	0.0	NC_071442.1	182366050
MAML2	0.00013390475	NC_071452.1	40598770
MAMLD1	0.0	NC_071464.1	142098146
MAN1A1	0.0	NC_071445.1	121628804
MAN1A2	0.00105411	NC_071448.1	152781681
MAN1B1	0.0	NC_071442.1	182598099
MAN1C1	0.0	NC_071448.1	59341432
MAN2A1	0.0	NC_071443.1	96988418
MAN2A2	0.0	NC_071447.1	17769064
MAN2B2	0.00150376	NC_071444.1	183044413
MANBA	0.0	NC_071444.1	90830525
MANBAL	0.0	NC_071446.1	30736818
MANEAL	0.0	NC_071448.1	71447020
MAOB	0.0	NC_071464.1	43194686
MAP10	0.0	NC_071460.1	48512488
MAP1A	6.656e-05	NC_071451.1	27019360
MAP1B	0.0	NC_071443.1	135804803
MAP1S	0.0008771930000000001	NC_071463.1	16097294
MAP3K12	0.0	NC_071450.1	62483769
MAP3K13	0.0018798455384615382	NC_071456.1	8010276
MAP3K14	0.0	NC_071446.1	81677648
MAP3K15	0.0	NC_071464.1	18498613
MAP3K2	0.00060006	NC_071447.1	33771504
MAP3K3	0.0014076583333333332	NC_071446.1	84977307
MAP3K5	0.0	NC_071445.1	139407936
MAP3K6	6.835544041450778e-05	NC_071448.1	61124752
MAP3K7	0.0	NC_071445.1	92754753
MAP3K7CL	0.0	NC_071462.1	33434627
MAP3K9	0.0001265982857142857	NC_071451.1	101545726
MAP6D1	0.0	NC_071456.1	6584348
MAP7D2	0.0	NC_071464.1	19148763
MAPK1	0.002645505	NC_071442.1	190884181
MAPK10	0.0	NC_071444.1	107119801
MAPK4	0.00900901	NC_071454.1	88877989
MAPK7	0.0	NC_071446.1	79284663
MAPK8	0.0	NC_071453.1	36928274
MAPK8IP1	0.0	NC_071452.1	107663060
MAPK8IP3	0.0	NC_071453.1	1716388
MAPK9	0.000175685	NC_071443.1	68123745
MAPKAP1	0.0	NC_071442.1	171078743
MAPKAPK3	0.0	NC_071456.1	26938702
MAPKBP1	0.0007262769047619047	NC_071451.1	40572852
MAPRE2	0.0004739325	NC_071454.1	73074191
MAPT	0.0	NC_071446.1	82644209
MARCHF10	0.0	NC_071446.1	83972371
MARCHF11	0.0	NC_071443.1	185871410
MARCHF4	0.0	NC_071447.1	134581607
MARCHF7	0.0	NC_071447.1	66898004
MARCHF8	0.0	NC_071453.1	34700609
MARCHF9	0.000584795	NC_071450.1	58383087
MARCO	0.0	NC_071447.1	100067927
MARF1	0.0	NC_071453.1	11306473
MARK1	0.0	NC_071460.1	4314986
MARK3	0.00536193	NC_071451.1	134270442
MARVELD3	0.0	NC_071461.1	26905200
MAS1	0.0014079533333333334	NC_071445.1	162877755
MASP1	0.000168976	NC_071456.1	9926114
MAST2	0.0	NC_071448.1	79857616
MAST4	0.0	NC_071443.1	139146364
MASTL	0.0	NC_071448.1	25521081
MAT1A	0.0009871675	NC_071453.1	46740270
MATN1	0.00429185	NC_071448.1	64457011
MATN2	0.0	NC_071457.1	97097498
MATN4	0.0009074413793103448	NC_071446.1	38649689
MATR3	0.0	NC_071443.1	35757690
MAU2	0.0	NC_071463.1	17656313
MAVS	0.0015760609655172415	NC_071446.1	9287489
MAX	0.0	NC_071451.1	95629838
MBD1	0.0009175658995815901	NC_071454.1	88479185
MBD5	0.0	NC_071447.1	78371072
MBD6	0.0003961847058823529	NC_071450.1	58606912
MBNL1	1.2333333333333333e-05	NC_071458.1	25961979
MBNL3	0.0	NC_071464.1	123898142
MBP	0.001775955	NC_071454.1	114524634
MBTPS1	0.0	NC_071461.1	38316859
MCAT	0.00228833	NC_071442.1	185738129
MCC	0.0	NC_071443.1	93460915
MCF2L2	0.0	NC_071456.1	6126465
MCHR1	0.00136612	NC_071442.1	188491137
MCIDAS	0.0	NC_071443.1	151438108
MCM2	0.0024387883333333335	NC_071456.1	69729576
MCM3AP	0.0	NC_071462.1	50041956
MCM8	0.0022371366666666666	NC_071446.1	11153066
MCM9	0.0	NC_071445.1	121374669
MCOLN2	0.0	NC_071448.1	119325284
MCOLN3	0.00019487466666666666	NC_071448.1	119413435
MCPH1	0.0	NC_071454.1	6185351
MCTP1	0.0	NC_071443.1	112533993
MCUB	0.0	NC_071444.1	83714692
MCUR1	0.0	NC_071445.1	15420740
MDFIC	0.002165887285714286	NC_071449.1	82772630
MDFIC2	0.0	NC_071456.1	45823973
MDGA1	0.0	NC_071445.1	42130376
MDGA2	0.000519751	NC_071451.1	77171210
MDM1	1.0822234042553191e-05	NC_071450.1	47234035
ME1	0.0	NC_071445.1	84878783
ME3	0.0	NC_071452.1	50436891
MECOM	0.0	NC_071458.1	10948665
MECP2	0.000501002	NC_071464.1	145285436
MED12L	0.0	NC_071458.1	26867882
MED13L	0.0	NC_071450.1	115521113
MED15	0.0	NC_071442.1	207777493
MED26	0.00010663714285714285	NC_071463.1	14860039
MED27	0.001312335	NC_071442.1	177527220
MED30	0.0	NC_071457.1	78088538
MED6	0.0	NC_071451.1	101402340
MED8	0.0	NC_071448.1	77118785
MED9	0.0008726	NC_071446.1	65788249
MEF2A	0.0	NC_071447.1	8237605
MEF2C	0.0	NC_071443.1	118858782
MEGF10	0.0	NC_071443.1	78378942
MEGF6	0.0	NC_071448.1	38446301
MEGF8	0.0	NC_071463.1	35952047
MEGF9	0.0	NC_071442.1	166039001
MEI1	0.0	NC_071442.1	187132253
MEI4	0.0	NC_071445.1	79028470
MEIKIN	0.0	NC_071443.1	73562233
MEIS2	0.0	NC_071451.1	45653402
MELTF	0.0	NC_071456.1	18866986
MEOX2	0.0045045	NC_071449.1	39829364
MEP1A	0.0	NC_071445.1	51461389
MEPE	0.0	NC_071444.1	105911631
MEST	0.0	NC_071449.1	114006851
MET	0.0011998155555555555	NC_071449.1	84559847
METAP1	0.00052966125	NC_071444.1	94565301
METAP1D	0.0	NC_071447.1	54319180
METAP2	0.0010893233333333333	NC_071450.1	95064294
METRNL	0.0	NC_071446.1	134786238
METTL15	0.0	NC_071452.1	90422253
METTL21A	0.00025278	NC_071447.1	125533910
METTL24	0.0	NC_071445.1	112578551
METTL25	0.00010001	NC_071450.1	81657569
METTL3	0.0	NC_071451.1	51788785
MFAP4	0.0	NC_071446.1	79289384
MFF	0.0	NC_071447.1	145469772
MFN1	0.0	NC_071456.1	1196854
MFRP	0.0	NC_071452.1	16773729
MFSD1	0.0	NC_071458.1	19796085
MFSD13A	0.000300480625	NC_071453.1	92112702
MFSD2A	0.0006406142857142857	NC_071448.1	73598892
MFSD3	0.0017723936	NC_071457.1	51449121
MFSD8	0.0	NC_071444.1	65507393
MGA	0.0	NC_071451.1	40674804
MGAT1	0.0	NC_071443.1	70169486
MGAT4C	0.000526759	NC_071450.1	91789606
MGAT5	6.3057e-05	NC_071447.1	92662969
MGAT5B	0.0	NC_071446.1	128845447
MGLL	0.0011226581818181817	NC_071456.1	68278409
MGMT	0.0	NC_071453.1	119714729
MGST2	0.0	NC_071444.1	53375337
MGST3	0.0	NC_071459.1	29712021
MIA	0.00022281666666666667	NC_071463.1	34894089
MIB1	0.0	NC_071454.1	59762303
MIB2	2.3554070175438596e-05	NC_071448.1	36920373
MICAL1	0.00449341	NC_071445.1	111679532
MICAL2	0.0	NC_071452.1	74783182
MICAL3	6.837564467005076e-05	NC_071442.1	210363572
MICALL2	0.000616143	NC_071443.1	55642040
MICU3	0.0	NC_071454.1	21450704
MID1	0.00016044933333333333	NC_071464.1	9167641
MID2	0.000114916	NC_071464.1	100574345
MIDEAS	0.001449275	NC_071451.1	104539347
MIEN1	0.0	NC_071446.1	116276042
MIER1	0.0015337425	NC_071448.1	101225103
MIER3	4.1971e-05	NC_071443.1	149688372
MIGA1	0.0	NC_071448.1	112301408
MINAR2	0.0	NC_071443.1	75913157
MINDY3	0.00302115	NC_071448.1	14920240
MINDY4	0.00310559	NC_071449.1	24659582
MINK1	0.0	NC_071446.1	102509622
MINPP1	0.0	NC_071453.1	76719369
MIOS	0.0	NC_071449.1	48459736
MIPEP	0.0	NC_071446.1	139399459
MIPOL1	8.748512195121952e-05	NC_071451.1	67766449
MIR9-1HG	0.0011029425	NC_071459.1	10366657
MIS12	0.0	NC_071446.1	103077210
MITF	0.003931586320754717	NC_071456.1	45513510
MKKS	0.00259067	NC_071446.1	15423089
MKLN1	0.0	NC_071449.1	113065821
MKS1	0.0	NC_071446.1	69083781
MKX	0.0012391566666666667	NC_071448.1	26284821
MLANA	0.0	NC_071442.1	109298599
MLF2	0.00471698	NC_071450.1	19116032
MLH3	0.0	NC_071451.1	105846585
MLIP	0.0	NC_071445.1	58364196
MLLT10	0.0	NC_071448.1	20479892
MLLT3	0.0	NC_071442.1	124209067
MLLT6	0.0	NC_071446.1	115316938
MLXIP	0.0	NC_071450.1	121785788
MMD	0.0	NC_071446.1	106873871
MME	0.0	NC_071458.1	23418974
MMEL1	4.295117777777778e-05	NC_071448.1	37820640
MMP11	0.0	NC_071442.1	189813256
MMP15	0.00026455	NC_071461.1	12580133
MMP16	0.0	NC_071457.1	37154263
MMP2	0.0	NC_071461.1	10045541
MMRN1	0.0	NC_071444.1	103762871
MMS19	0.0	NC_071453.1	86928883
MMS22L	0.0	NC_071445.1	99228632
MOB1B	0.0012371956666666667	NC_071444.1	123232295
MOB3B	0.0	NC_071442.1	131571169
MOCOS	0.0	NC_071454.1	74318453
MOGAT2	0.0001198176923076923	NC_071452.1	61959855
MON1B	0.00035817000000000005	NC_071461.1	31307226
MON2	0.0	NC_071450.1	53289133
MORC3	0.000667111	NC_071462.1	40655332
MORC4	0.0	NC_071464.1	99647634
MORF4L2	0.0	NC_071464.1	96224134
MORN1	4.5685142857142855e-06	NC_071448.1	37571311
MORN5	0.00209864	NC_071442.1	167687972
MOXD1	0.0	NC_071445.1	135054748
MPC2	0.0	NC_071459.1	27918578
MPDU1	0.0	NC_071446.1	70232426
MPDZ	0.0	NC_071442.1	116563327
MPHOSPH6	0.00087489	NC_071461.1	36350643
MPL	0.00061312	NC_071448.1	77082024
MPO	0.0	NC_071446.1	69022885
MPP2	0.0	NC_071446.1	66883309
MPPED2	0.0	NC_071452.1	92478406
MRAS	0.000605144	NC_071458.1	38998824
MRC1	0.0	NC_071448.1	16841150
MRE11	0.0	NC_071452.1	42632226
MRGPRE	0.00702427	NC_071452.1	125382221
MRGPRG	0.0	NC_071452.1	125390622
MRGPRX1	0.0	NC_071452.1	81508850
MRM1	0.000143885	NC_071446.1	92932933
MRM3	0.00069638	NC_071449.1	37799132
MRNIP	0.00022831066666666666	NC_071443.1	68586036
MROH1	0.0	NC_071457.1	51728242
MROH2A	0.0	NC_071447.1	151549412
MROH2B	0.0	NC_071443.1	161288353
MROH6	4.1432322580645165e-05	NC_071457.1	52346704
MROH7	0.0	NC_071448.1	88932797
MROH9	0.0	NC_071459.1	25174776
MRPL14	0.00171527	NC_071445.1	48693151
MRPL17	0.0	NC_071452.1	69095407
MRPL2	0.0	NC_071445.1	47655397
MRPL27	0.0	NC_071446.1	112042582
MRPS16	0.0017094033333333333	NC_071453.1	53354363
MRPS18A	0.0	NC_071445.1	48260723
MRPS18B	0.0	NC_071445.1	32666016
MRPS27	0.0	NC_071443.1	135676373
MRPS30	0.001121075	NC_071443.1	157364218
MRPS35	0.004587155	NC_071450.1	39928122
MRPS6	0.0	NC_071462.1	38449860
MRRF	0.0	NC_071442.1	167772598
MS4A14	0.0	NC_071452.1	114281225
MS4A15	0.0058997066666666665	NC_071452.1	114575948
MS4A4A	0.006798864	NC_071452.1	114198960
MS4A7	0.0015037578947368422	NC_071452.1	114274593
MSANTD2	0.0	NC_071452.1	22115791
MSANTD7	0.0	NC_071448.1	13987941
MSH3	0.0009920633333333334	NC_071443.1	126912157
MSH4	0.0	NC_071448.1	110247476
MSI2	0.00215208	NC_071446.1	104749642
MSMO1	0.0	NC_071444.1	25819033
MSN	0.0	NC_071464.1	59778250
MSR1	0.0	NC_071454.1	22370530
MSRA	0.0	NC_071454.1	8678223
MSRB3	0.0002748573333333333	NC_071450.1	50257342
MSS51	0.0	NC_071453.1	53146946
MSTN	0.0	NC_071447.1	35519265
MSX2	0.00196078	NC_071443.1	63983851
MTAP	0.00140372	NC_071442.1	125868403
MTBP	0.0	NC_071457.1	75051072
MTCH1	0.0	NC_071445.1	41401022
MTCL1	0.0007705015189873416	NC_071454.1	49223755
MTERF1	0.0004532318232044199	NC_071449.1	55181248
MTHFD1	0.0	NC_071451.1	94951582
MTHFD1L	4.2274333333333336e-05	NC_071445.1	154027846
MTHFD2L	0.0	NC_071444.1	120134348
MTHFR	2.7026666666666667e-05	NC_071448.1	46765997
MTM1	0.0	NC_071464.1	142371067
MTMR1	0.0	NC_071464.1	142472084
MTMR10	0.0	NC_071447.1	5343701
MTMR12	0.0	NC_071443.1	169775042
MTMR14	0.0	NC_071456.1	60790342
MTMR2	0.0	NC_071452.1	41090401
MTMR7	0.0	NC_071454.1	21241100
MTNR1B	0.0005027666666666666	NC_071452.1	44179668
MTOR	0.0	NC_071448.1	46188161
MTR	0.0009375	NC_071460.1	44804371
MTREX	0.0	NC_071443.1	151275389
MTRF1	0.001205690909090909	NC_071446.1	156417720
MTRR	0.0	NC_071443.1	194681618
MTSS1	0.0	NC_071457.1	71048866
MTSS2	0.0	NC_071461.1	27892632
MTTP	0.0	NC_071444.1	93851821
MTURN	0.0	NC_071449.1	25372145
MTUS1	0.0	NC_071454.1	20886096
MTUS2	0.0	NC_071446.1	144758628
MTX2	0.0	NC_071447.1	49885190
MTX3	0.0021231433333333332	NC_071443.1	127771026
MUC19	0.0	NC_071450.1	31735459
MUCL1	0.0013745706666666668	NC_071450.1	61126389
MUCL3	0.000555864	NC_071445.1	32994269
MUS81	0.0020929512068965516	NC_071452.1	119698246
MUSK	0.0	NC_071442.1	156195952
MVB12B	0.00021141428571428575	NC_071442.1	171975454
MVK	0.0	NC_071450.1	109004626
MX1	0.0	NC_071462.1	45502307
MX2	0.0022988500000000003	NC_071462.1	45432717
MXRA7	0.0	NC_071446.1	128655282
MYBL1	0.0	NC_071457.1	20729104
MYBPC1	0.0031446550000000005	NC_071450.1	101255994
MYBPH	0.003731345	NC_071460.1	26355824
MYBPHL	0.00191498	NC_071448.1	144469514
MYCBP2	0.0	NC_071442.1	37304683
MYCBPAP	0.0015535537735849054	NC_071446.1	111904264
MYEF2	0.0	NC_071451.1	31604161
MYH10	4.3003357142857146e-05	NC_071446.1	71152190
MYH15	0.0	NC_071456.1	93413863
MYH7	0.0	NC_071451.1	53590029
MYH9	0.0	NC_071442.1	204601980
MYL1	0.0	NC_071447.1	128544898
MYL3	0.0	NC_071456.1	23283840
MYLK	0.00107373	NC_071456.1	73232490
MYLK3	0.000281611	NC_071461.1	699023
MYLK4	0.0	NC_071445.1	27299621
MYMK	0.002197285	NC_071442.1	179209443
MYNN	0.00025729	NC_071458.1	10267398
MYO15B	0.0	NC_071446.1	127615878
MYO16	0.0	NC_071442.1	23749039
MYO18A	0.0006757624060150376	NC_071446.1	100533388
MYO18B	0.00017241375	NC_071442.1	193601833
MYO1A	0.0	NC_071450.1	59117295
MYO1B	0.0	NC_071447.1	108661230
MYO1D	7.017543859649123e-06	NC_071446.1	97386977
MYO1F	0.0	NC_071463.1	7661605
MYO1G	0.001379552	NC_071449.1	12226962
MYO3A	0.001360544	NC_071448.1	24613075
MYO3B	0.0	NC_071447.1	55919792
MYO5A	0.0	NC_071451.1	35852644
MYO5B	0.0	NC_071454.1	88065887
MYO5C	0.0	NC_071451.1	35715810
MYO6	0.0	NC_071445.1	77173193
MYO7A	0.0	NC_071452.1	60446914
MYO7B	0.0007629351136363636	NC_071447.1	33395694
MYO9A	0.0	NC_071451.1	16385639
MYO9B	0.0	NC_071463.1	15341716
MYOCD	0.0	NC_071446.1	75416032
MYOF	0.0007309941666666667	NC_071453.1	82690042
MYOM1	0.0	NC_071454.1	55450659
MYOM2	0.00423729	NC_071454.1	1824399
MYPN	0.0	NC_071453.1	58805662
MYRF	6.909900000000001e-05	NC_071452.1	115555309
MYRIP	0.00699301	NC_071458.1	70766259
MYSM1	0.0	NC_071448.1	92825760
MYT1	0.0008014080208333333	NC_071446.1	57406596
MZB1	0.0	NC_071443.1	35819514
N4BP1	0.0	NC_071461.1	2929052
N4BP2	0.00047738611111111114	NC_071444.1	149879397
NAA11	0.00105	NC_071444.1	114901292
NAA35	0.0	NC_071442.1	93921529
NAA38	0.0	NC_071446.1	70508261
NAA80	0.0	NC_071456.1	26631930
NAALADL2	0.0	NC_071458.1	4378244
NAB1	0.0	NC_071447.1	34880740
NADK2	0.0007861633333333334	NC_071443.1	166163962
NAE1	0.0	NC_071461.1	20976810
NAGS	0.0002870261538461539	NC_071446.1	66983586
NALCN	0.0	NC_071442.1	16082548
NALF2	0.0003450666666666667	NC_071464.1	63651159
NANOS3	0.00187316	NC_071463.1	12321565
NAP1L1	0.0	NC_071450.1	75130253
NAPG	0.0	NC_071454.1	47330948
NAPRT	0.0005370568421052632	NC_071457.1	52343130
NARS2	0.0	NC_071452.1	58839008
NAT1	0.0	NC_071454.1	20159609
NAT10	0.0019437075	NC_071452.1	96218699
NAT8L	0.0	NC_071444.1	187296049
NAV1	0.0	NC_071460.1	24860081
NAV2	0.0010051633720930232	NC_071452.1	81857580
NAV3	0.00013081704545454546	NC_071450.1	77050537
NAXD	0.0	NC_071442.1	25546404
NBEA	0.0005138450442477876	NC_071446.1	150367520
NBEAL1	0.0	NC_071447.1	120798067
NBEAL2	0.0005977767105263158	NC_071456.1	23406325
NBL1	0.0031506550000000005	NC_071448.1	53630143
NBN	0.000595238	NC_071457.1	35484624
NBR1	0.0008830802631578947	NC_071446.1	116841941
NCAM1	3.480675052410902e-05	NC_071452.1	10669169
NCAPD2	0.0	NC_071450.1	18803482
NCAPD3	0.00040160666666666663	NC_071452.1	31753345
NCBP1	0.0	NC_071442.1	142819427
NCBP2	0.0002981515	NC_071456.1	18967252
NCDN	0.0	NC_071448.1	69239699
NCEH1	0.000809498	NC_071458.1	7431392
NCF2	0.0	NC_071459.1	35433093
NCF4	0.0	NC_071442.1	205140014
NCKAP1	0.0	NC_071447.1	42753515
NCKAP5	0.0023836531707317073	NC_071447.1	93423901
NCKAP5L	0.0005577721666666667	NC_071450.1	66226068
NCKIPSD	0.0	NC_071456.1	25084667
NCOA2	0.0	NC_071457.1	24174910
NCOA4	0.0	NC_071453.1	35245180
NCOA5	0.0	NC_071446.1	39302188
NCOA6	0.00040672972000000004	NC_071446.1	2441511
NCOA7	0.0	NC_071445.1	128445546
NCOR2	0.0020379960937499998	NC_071450.1	123978362
NCR3LG1	0.000722022	NC_071452.1	80089720
NCS1	0.0	NC_071442.1	175839994
NDC80	0.0	NC_071454.1	56057670
NDE1	0.0	NC_071453.1	11306696
NDEL1	2.177257142857143e-05	NC_071446.1	71130788
NDFIP1	0.0	NC_071443.1	38591678
NDP	0.0	NC_071464.1	43353088
NDST1	0.000248369	NC_071443.1	47303823
NDST2	0.0	NC_071453.1	52854122
NDUFA4L2	0.0	NC_071450.1	58902041
NDUFAF6	0.00330033	NC_071457.1	30453669
NDUFB6	0.0	NC_071442.1	136789612
NDUFS3	0.0	NC_071452.1	109376650
NDUFS4	0.0	NC_071443.1	152909346
NDUFS8	0.0	NC_071452.1	121654723
NDUFV2	0.0	NC_071454.1	48840141
NEB	0.0003324753506907545	NC_071447.1	75129443
NEBL	0.0	NC_071448.1	19277224
NECAB1	0.0	NC_071457.1	34563792
NECAB2	0.001816885	NC_071461.1	38193789
NECTIN3	0.0	NC_071456.1	96350116
NEDD1	0.000394945	NC_071450.1	96505921
NEDD4	0.00028895000000000006	NC_071451.1	39392424
NEDD4L	0.0024485514285714285	NC_071454.1	96103068
NEFL	0.0003533575	NC_071454.1	13417281
NEFM	0.0	NC_071454.1	13449141
NEK1	0.0	NC_071444.1	19853440
NEK10	0.00020712499999999998	NC_071458.1	58488083
NEK11	0.0	NC_071458.1	45894534
NEK4	0.00129255	NC_071456.1	29023068
NEK6	0.0	NC_071442.1	169977888
NEK7	0.0	NC_071460.1	21315818
NEK9	3.862273170731707e-05	NC_071451.1	105887339
NELFA	0.0008385733333333333	NC_071444.1	187388044
NELFCD	0.0	NC_071446.1	52307476
NELFE	0.0	NC_071445.1	35597378
NELL1	0.0	NC_071452.1	83366929
NELL2	0.0	NC_071450.1	27157796
NEMP2	0.0	NC_071447.1	35018651
NEO1	0.0	NC_071451.1	17535755
NETO1	0.0	NC_071454.1	110365253
NETO2	0.0	NC_071461.1	1405643
NEU2	0.00294985	NC_071447.1	150879811
NEU3	6.59239e-05	NC_071452.1	62630860
NEURL1	0.0	NC_071453.1	93212501
NEUROD1	0.000816995	NC_071447.1	44092920
NEUROD4	0.0	NC_071450.1	60972907
NF1	0.0005812718421052632	NC_071446.1	98950244
NF2	0.0	NC_071442.1	197314370
NFASC	7.837e-05	NC_071460.1	28392155
NFATC1	0.0	NC_071454.1	116718217
NFATC2	0.0	NC_071446.1	44855076
NFATC3	0.0	NC_071461.1	22254386
NFATC4	0.0	NC_071451.1	54483666
NFIA	0.0	NC_071448.1	95606182
NFIB	0.0	NC_071442.1	117562143
NFKB1	0.0	NC_071444.1	90863188
NFRKB	0.0010845373262032085	NC_071452.1	27430358
NFXL1	0.0	NC_071444.1	142080879
NFYA	4.195322033898305e-05	NC_071445.1	45679575
NFYB	0.0	NC_071450.1	103553427
NFYC	0.0	NC_071448.1	74339780
NGB	0.0	NC_071451.1	108102311
NGLY1	0.00456621	NC_071458.1	57232890
NHEJ1	0.0	NC_071447.1	137294820
NHLRC2	0.000562667	NC_071453.1	103490804
NHSL2	0.0	NC_071464.1	66194414
NIBAN1	0.0	NC_071459.1	36672928
NIBAN3	0.0	NC_071463.1	15915257
NID2	0.0010204075	NC_071451.1	82473388
NIM1K	0.0004139075	NC_071443.1	158963231
NIN	0.0	NC_071451.1	81214173
NINL	0.0	NC_071446.1	30103123
NIP7	0.00062228	NC_071461.1	23542271
NIPAL4	0.0	NC_071443.1	18306099
NIPBL	0.0	NC_071443.1	165346296
NISCH	0.00012524523529411767	NC_071456.1	28785647
NKAIN2	0.0	NC_071445.1	127306876
NKAIN3	0.0	NC_071457.1	17228611
NKPD1	0.0009278905	NC_071463.1	37922636
NKTR	0.0	NC_071458.1	73463520
NKX2-1	0.0	NC_071451.1	66936846
NKX2-6	0.00296956	NC_071454.1	14668098
NLGN1	5.727365000000001e-05	NC_071458.1	5778641
NLN	0.0	NC_071443.1	140528244
NLRP10	0.00136893	NC_071452.1	70539821
NLRP14	0.000313873	NC_071452.1	69490970
NLRP3	0.0	NC_071460.1	34535609
NME7	0.00023255833333333335	NC_071459.1	26696351
NME8	0.0	NC_071449.1	5642083
NMNAT3	0.0	NC_071458.1	37880832
